PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;844;3210;-2;1;0
0;2;0;0;844;269;-2;2;1
0;3;0;0;597;269;39;3;2
0;4;597;0;247;269;-1;3;2
0;5;0;269;844;578;-2;2;1
0;6;0;269;804;578;0;3;5
0;7;804;269;40;578;-1;3;5
0;8;0;847;844;2363;-2;2;1
0;9;0;847;443;2363;-2;3;8
0;10;0;847;443;2261;13;4;9
0;11;0;3108;443;102;-1;4;9
0;12;443;847;401;2363;-2;3;8
0;13;443;847;401;2080;40;4;12
0;14;443;2927;401;283;-1;4;12
0;15;844;0;469;3210;-2;1;0
0;16;844;0;469;443;-2;2;15
0;17;844;0;449;443;14;3;16
0;18;1293;0;20;443;-1;3;16
0;19;844;443;469;443;-2;2;15
0;20;844;443;449;443;15;3;19
0;21;1293;443;20;443;-1;3;19
0;22;844;886;469;2324;-2;2;15
0;23;844;886;443;2324;-2;3;22
0;24;844;886;443;2295;16;4;23
0;25;844;3181;443;29;-1;4;23
0;26;1287;886;26;2324;-1;3;22
0;27;1313;0;2295;3210;-2;1;0
0;28;1313;0;2295;443;-2;2;27
0;29;1313;0;2261;443;26;3;28
0;30;3574;0;34;443;-1;3;28
0;31;1313;443;2295;469;-2;2;27
0;32;1313;443;2295;469;-2;3;31
0;33;1313;443;2295;443;17;4;32
0;34;1313;886;2295;26;-1;4;32
0;35;1313;912;2295;443;-2;2;27
0;36;1313;912;2261;443;27;3;35
0;37;3574;912;34;443;-1;3;35
0;38;1313;1355;2295;944;-2;2;27
0;39;1313;1355;1993;944;49;3;38
0;40;3306;1355;302;944;-1;3;38
0;41;1313;2299;2295;401;-2;2;27
0;42;1313;2299;2080;401;41;3;41
0;43;3393;2299;215;401;-1;3;41
0;44;1313;2700;2295;510;-2;2;27
0;45;1313;2700;1414;510;-2;3;44
0;46;1313;2700;1414;298;18;4;45
0;47;1313;2998;1414;212;-1;4;45
0;48;2727;2700;443;510;-2;3;44
0;49;2727;2700;443;449;28;4;48
0;50;2727;3149;443;61;-1;4;48
0;51;3170;2700;438;510;-1;3;44
0;52;3608;0;2392;3210;-2;1;0
0;53;3608;0;2392;1813;-2;2;52
0;54;3608;0;1174;1813;50;3;53
0;55;4782;0;1174;1813;51;3;53
0;56;5956;0;44;1813;-1;3;53
0;57;3608;1813;2392;944;-2;2;52
0;58;3608;1813;332;944;-1;3;57
0;59;3940;1813;958;944;62;3;57
0;60;4898;1813;57;944;-1;3;57
0;61;4955;1813;958;944;63;3;57
0;62;5913;1813;87;944;-1;3;57
0;63;3608;2757;2392;453;-2;2;52
0;64;3608;2757;2080;453;-2;3;63
0;65;3608;2757;2080;401;42;4;64
0;66;3608;3158;2080;52;-1;4;64
0;67;5688;2757;312;453;-1;3;63
1;68;0;0;6000;3210;-2;0;
1;69;0;0;1888;3210;-2;1;68
1;70;0;0;1888;411;-2;2;69
1;71;0;0;928;411;1;3;70
1;72;928;0;928;411;2;3;70
1;73;1856;0;32;411;-1;3;70
1;74;0;411;1888;298;-2;2;69
1;75;0;411;1414;298;19;3;74
1;76;1414;411;474;298;-1;3;74
1;77;0;709;1888;390;-2;2;69
1;78;0;709;1794;390;20;3;77
1;79;1794;709;94;390;-1;3;77
1;80;0;1099;1888;596;-2;2;69
1;81;0;1099;1793;596;-2;3;80
1;82;0;1099;1793;558;52;4;81
