PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1920;3210;-2;1;0
0;2;0;0;1920;900;-2;2;1
0;3;0;0;1711;900;42;3;2
0;4;1711;0;209;900;-1;3;2
0;5;0;900;1920;960;-2;2;1
0;6;0;900;1236;960;43;3;5
0;7;1236;900;662;960;-2;3;5
0;8;1236;900;662;852;14;4;7
0;9;1236;1752;662;108;-1;4;7
0;10;1898;900;22;960;-1;3;5
0;11;0;1860;1920;1350;-2;2;1
0;12;0;1860;960;1350;-2;3;11
0;13;0;1860;960;1236;44;4;12
0;14;0;3096;960;114;-1;4;12
0;15;960;1860;960;1350;-2;3;11
0;16;960;1860;960;1236;45;4;15
0;17;960;3096;960;114;-1;4;15
0;18;1920;0;1957;3210;-2;1;0
0;19;1920;0;1957;850;-2;2;18
0;20;1920;0;1917;850;21;3;19
0;21;3837;0;40;850;-1;3;19
0;22;1920;850;1957;750;-2;2;18
0;23;1920;850;1957;750;35;3;22
0;24;1920;1600;1957;750;-2;2;18
0;25;1920;1600;1957;750;36;3;24
0;26;1920;2350;1957;252;-2;2;18
0;27;1920;2350;1925;252;37;3;26
0;28;3845;2350;32;252;-1;3;26
0;29;1920;2602;1957;608;-2;2;18
0;30;1920;2602;1908;608;-2;3;29
0;31;1920;2602;1908;585;0;4;30
0;32;1920;3187;1908;23;-1;4;30
0;33;3828;2602;49;608;-1;3;29
0;34;3877;0;2123;3210;-2;1;0
0;35;3877;0;2123;813;-2;2;34
0;36;3877;0;422;813;-2;3;35
0;37;3877;0;422;642;22;4;36
0;38;3877;642;422;171;-1;4;36
0;39;4299;0;1604;813;28;3;35
0;40;5903;0;97;813;-1;3;35
0;41;3877;813;2123;743;-2;2;34
0;42;3877;813;2084;743;7;3;41
0;43;5961;813;39;743;-1;3;41
0;44;3877;1556;2123;824;-2;2;34
0;45;3877;1556;1925;824;38;3;44
0;46;5802;1556;198;824;-1;3;44
0;47;3877;2380;2123;830;-2;2;34
0;48;3877;2380;743;830;-2;3;47
0;49;3877;2380;743;795;29;4;48
0;50;3877;3175;743;35;-1;4;48
0;51;4620;2380;743;830;-2;3;47
0;52;4620;2380;743;795;30;4;51
0;53;4620;3175;743;35;-1;4;51
0;54;5363;2380;570;830;-2;3;47
0;55;5363;2380;570;730;23;4;54
0;56;5363;3110;570;100;-1;4;54
0;57;5933;2380;67;830;-1;3;47
1;58;0;0;6000;3210;-2;0;
1;59;0;0;1723;3210;-2;1;58
1;60;0;0;1723;1240;-2;2;59
1;61;0;0;802;1240;-2;3;60
1;62;0;0;802;1202;15;4;61
1;63;0;1202;802;38;-1;4;61
1;64;802;0;836;1240;-2;3;60
1;65;802;0;836;1220;49;4;64
1;66;802;1220;836;20;-1;4;64
1;67;1638;0;85;1240;-1;3;60
1;68;0;1240;1723;960;-2;2;59
1;69;0;1240;1723;960;50;3;68
1;70;0;2200;1723;1010;-2;2;59
1;71;0;2200;1723;1010;-2;3;70
1;72;0;2200;1723;960;51;4;71
1;73;0;3160;1723;50;-1;4;71
1;74;1723;0;950;3210;-2;1;58
1;75;1723;0;950;1517;-2;2;74
1;76;1723;0;950;1517;52;3;75
1;77;1723;1517;950;1693;-2;2;74
1;78;1723;1517;950;1693;-2;3;77
1;79;1723;1517;950;1517;53;4;78
1;80;1723;3034;950;176;-1;4;78
1;81;2673;0;813;3210;-2;1;58
1;82;2673;0;813;843;-2;2;81
1;83;2673;0;813;843;31;3;82
1;84;2673;843;813;1212;-2;2;81
1;85;2673;843;792;1212;16;3;84
1;86;3465;843;21;1212;-1;3;84
1;87;2673;2055;813;1155;-2;2;81
1;88;2673;2055;813;1155;-2;3;87
1;89;2673;2055;813;983;32;4;88
1;90;2673;3038;813;172;-1;4;88
1;91;3486;0;2514;3210;-2;1;58
1;92;3486;0;2514;670;-2;2;91
1;93;3486;0;1858;670;8;3;92
1;94;5344;0;656;670;-1;3;92
1;95;3486;670;2514;776;-2;2;91
1;96;3486;670;20;776;-1;3;95
1;97;3506;670;2396;776;9;3;95
1;98;5902;670;98;776;-1;3;95
1;99;3486;1446;2514;1764;-2;2;91
1;100;3486;1446;900;1764;-2;3;99
1;101;3486;1446;900;1711;54;4;100
1;102;3486;3157;900;53;-1;4;100
1;103;4386;1446;673;1764;-2;3;99
1;104;4386;1446;673;1724;17;4;103
1;105;4386;3170;673;40;-1;4;103
1;106;5059;1446;900;1764;-2;3;99
1;107;5059;1446;900;1711;55;4;106
1;108;5059;3157;900;53;-1;4;106
1;109;5959;1446;41;1764;-1;3;99
2;110;0;0;6000;3210;-2;0;
2;111;0;0;704;3210;-2;1;110
2;112;0;0;704;221;-1;2;111
2;113;0;221;704;2989;-2;2;111
2;114;0;221;704;2989;-2;3;113
2;115;0;221;704;2781;10;4;114
2;116;0;3002;704;208;-1;4;114
2;117;704;0;1925;3210;-2;1;110
2;118;704;0;1925;824;-2;2;117
2;119;704;0;1925;824;39;3;118
2;120;704;824;1925;1538;-2;2;117
2;121;704;824;863;1538;-2;3;120
2;122;704;824;863;1473;11;4;121
2;123;704;2297;863;65;-1;4;121
2;124;1567;824;960;1538;56;3;120
2;125;2527;824;102;1538;-1;3;120
2;126;704;2362;1925;848;-2;2;117
2;127;704;2362;1163;848;-2;3;126
2;128;704;2362;1163;795;33;4;127
2;129;704;3157;1163;53;-1;4;127
2;130;1867;2362;742;848;-2;3;126
2;131;1867;2362;742;794;24;4;130
2;132;1867;3156;742;54;-1;4;130
2;133;2609;2362;20;848;-1;3;126
2;134;2629;0;3371;3210;-2;1;110
2;135;2629;0;3371;1163;-2;2;134
2;136;2629;0;900;1163;-2;3;135
2;137;2629;0;900;918;1;4;136
2;138;2629;918;900;245;-1;4;136
2;139;3529;0;570;1163;-2;3;135
2;140;3529;0;570;805;25;4;139
2;141;3529;805;570;358;-1;4;139
2;142;4099;0;1040;1163;-2;3;135
2;143;4099;0;1040;1092;2;4;142
2;144;4099;1092;1040;71;-1;4;142
2;145;5139;0;795;1163;34;3;135
2;146;5934;0;66;1163;-1;3;135
2;147;2629;1163;3371;2047;-2;2;134
2;148;2629;1163;824;2047;-2;3;147
2;149;2629;1163;824;1925;40;4;148
2;150;2629;3088;824;122;-1;4;148
2;151;3453;1163;849;2047;-2;3;147
2;152;3453;1163;849;1961;12;4;151
2;153;3453;3124;849;86;-1;4;151
2;154;4302;1163;824;2047;-2;3;147
2;155;4302;1163;824;1925;41;4;154
2;156;4302;3088;824;122;-1;4;154
2;157;5126;1163;814;2047;-2;3;147
2;158;5126;1163;814;1989;3;4;157
