PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;2030;3210;-2;1;0
0;2;0;0;2030;416;-2;2;1
0;3;0;0;692;416;-2;3;2
0;4;0;0;692;356;0;4;3
0;5;0;356;692;60;-1;4;3
0;6;692;0;1278;416;50;3;2
0;7;1970;0;60;416;-1;3;2
0;8;0;416;2030;425;-2;2;1
0;9;0;416;1993;425;27;3;8
0;10;1993;416;37;425;-1;3;8
0;11;0;841;2030;893;-2;2;1
0;12;0;841;1908;893;1;3;11
0;13;1908;841;122;893;-1;3;11
0;14;0;1734;2030;736;-2;2;1
0;15;0;1734;446;736;-2;3;14
0;16;0;1734;446;716;36;4;15
0;17;0;2450;446;20;-1;4;15
0;18;446;1734;122;736;-1;3;14
0;19;568;1734;522;736;-2;3;14
0;20;568;1734;522;653;10;4;19
0;21;568;2387;522;83;-1;4;19
0;22;1090;1734;940;736;-2;3;14
0;23;1090;1734;940;704;19;4;22
0;24;1090;2438;940;32;-1;4;22
0;25;0;2470;2030;740;-2;2;1
0;26;0;2470;312;740;-2;3;25
0;27;0;2470;312;567;34;4;26
0;28;0;3037;312;173;-1;4;26
0;29;312;2470;1691;740;-2;3;25
0;30;312;2470;1691;669;45;4;29
0;31;312;3139;1691;71;-1;4;29
0;32;2003;2470;27;740;-1;3;25
0;33;2030;0;2446;3210;-2;1;0
0;34;2030;0;2446;2018;-2;2;33
0;35;2030;0;744;2018;-2;3;34
0;36;2030;0;744;1998;2;4;35
0;37;2030;1998;744;20;-1;4;35
0;38;2774;0;533;2018;-2;3;34
0;39;2774;0;533;1998;3;4;38
0;40;2774;1998;533;20;-1;4;38
0;41;3307;0;744;2018;4;3;34
0;42;4051;0;425;2018;-2;3;34
0;43;4051;0;425;1993;28;4;42
0;44;4051;1993;425;25;-1;4;42
0;45;2030;2018;2446;630;-2;2;33
0;46;2030;2018;1772;630;59;3;45
0;47;3802;2018;653;630;-2;3;45
0;48;3802;2018;653;522;11;4;47
0;49;3802;2540;653;108;-1;4;47
0;50;4455;2018;21;630;-1;3;45
0;51;2030;2648;2446;562;-2;2;33
0;52;2030;2648;653;562;-2;3;51
0;53;2030;2648;653;522;12;4;52
0;54;2030;3170;653;40;-1;4;52
0;55;2683;2648;281;562;-2;3;51
0;56;2683;2648;281;499;46;4;55
0;57;2683;3147;281;63;-1;4;55
0;58;2964;2648;870;562;-2;3;51
0;59;2964;2648;870;459;60;4;58
0;60;2964;3107;870;103;-1;4;58
0;61;3834;2648;480;562;-2;3;51
0;62;3834;2648;480;512;13;4;61
0;63;3834;3160;480;50;-1;4;61
0;64;4314;2648;162;562;-1;3;51
0;65;4476;0;1524;3210;-2;1;0
0;66;4476;0;1524;1278;-2;2;65
0;67;4476;0;416;1278;51;3;66
0;68;4892;0;416;1278;52;3;66
0;69;5308;0;654;1278;-2;3;66
0;70;5308;0;654;1094;14;4;69
0;71;5308;1094;654;184;-1;4;69
0;72;5962;0;38;1278;-1;3;66
0;73;4476;1278;1524;551;-2;2;65
0;74;4476;1278;1414;551;15;3;73
0;75;5890;1278;110;551;-1;3;73
0;76;4476;1829;1524;499;-2;2;65
0;77;4476;1829;865;499;47;3;76
0;78;5341;1829;590;499;-2;3;76
0;79;5341;1829;590;446;37;4;78
0;80;5341;2275;590;53;-1;4;78
0;81;5931;1829;69;499;-1;3;76
0;82;4476;2328;1524;882;-2;2;65
0;83;4476;2328;571;882;-2;3;82
0;84;4476;2328;571;689;38;4;83
0;85;4476;3017;571;193;-1;4;83
0;86;5047;2328;208;882;-1;3;82
0;87;5255;2328;541;882;-2;3;82
0;88;5255;2328;541;844;29;4;87
0;89;5255;3172;541;38;-1;4;87
0;90;5796;2328;204;882;-2;3;82
0;91;5796;2328;204;790;39;4;90
0;92;5796;3118;204;92;-1;4;90
1;93;0;0;6000;3210;-2;0;
1;94;0;0;2445;3210;-2;1;93
1;95;0;0;2445;547;-2;2;94
1;96;0;0;2095;547;20;3;95
1;97;2095;0;350;547;-1;3;95
1;98;0;547;2445;767;-2;2;94
1;99;0;547;2033;767;-2;3;98
1;100;0;547;2033;744;5;4;99
1;101;0;1291;2033;23;-1;4;99
1;102;2033;547;412;767;35;3;98
1;103;0;1314;2445;863;-2;2;94
1;104;0;1314;1592;863;-2;3;103
1;105;0;1314;1592;790;53;4;104
1;106;0;2104;1592;73;-1;4;104
1;107;1592;1314;722;863;21;3;103
1;108;2314;1314;131;863;-1;3;103
1;109;0;2177;2445;586;-2;2;94
1;110;0;2177;1414;586;-2;3;109
1;111;0;2177;1414;551;16;4;110
1;112;0;2728;1414;35;-1;4;110
1;113;1414;2177;983;586;40;3;109
1;114;2397;2177;48;586;-1;3;109
1;115;0;2763;2445;447;-2;2;94
1;116;0;2763;1073;447;-2;3;115
1;117;0;2763;1073;423;22;4;116
1;118;0;3186;1073;24;-1;4;116
1;119;1073;2763;1073;447;-2;3;115
1;120;1073;2763;1073;423;23;4;119
1;121;1073;3186;1073;24;-1;4;119
1;122;2146;2763;299;447;-1;3;115
1;123;2445;0;580;3210;-2;1;93
1;124;2445;0;580;1768;-2;2;123
1;125;2445;0;560;1768;30;3;124
1;126;3005;0;20;1768;-1;3;124
1;127;2445;1768;580;1442;-2;2;123
1;128;2445;1768;558;1442;-2;3;127
1;129;2445;1768;558;1297;61;4;128
1;130;2445;3065;558;145;-1;4;128
1;131;3003;1768;22;1442;-1;3;127
1;132;3025;0;1654;3210;-2;1;93
1;133;3025;0;1654;911;-2;2;132
1;134;3025;0;1654;911;6;3;133
1;135;3025;911;1654;446;-2;2;132
1;136;3025;911;601;446;48;3;135
1;137;3626;911;616;446;49;3;135
1;138;4242;911;437;446;-1;3;135
