PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1153;3210;-2;1;0
0;2;0;0;1153;808;-2;2;1
0;3;0;0;335;808;-2;3;2
0;4;0;0;335;721;63;4;3
0;5;0;721;335;87;-1;4;3
0;6;335;0;818;808;16;3;2
0;7;0;808;1153;462;-2;2;1
0;8;0;808;1115;462;17;3;7
0;9;1115;808;38;462;-1;3;7
0;10;0;1270;1153;462;-2;2;1
0;11;0;1270;1115;462;18;3;10
0;12;1115;1270;38;462;-1;3;10
0;13;0;1732;1153;1478;-2;2;1
0;14;0;1732;462;1478;-2;3;13
0;15;0;1732;462;1115;19;4;14
0;16;0;2847;462;363;-1;4;14
0;17;462;1732;641;1478;-2;3;13
0;18;462;1732;641;1455;44;4;17
0;19;462;3187;641;23;-1;4;17
0;20;1103;1732;50;1478;-1;3;13
0;21;1153;0;2045;3210;-2;1;0
0;22;1153;0;2045;910;-2;2;21
0;23;1153;0;701;910;26;3;22
0;24;1854;0;1324;910;-2;3;22
0;25;1854;0;1324;708;27;4;24
0;26;1854;708;1324;202;-1;4;24
0;27;3178;0;20;910;-1;3;22
0;28;1153;910;2045;403;-2;2;21
0;29;1153;910;1515;403;0;3;28
0;30;2668;910;530;403;-1;3;28
0;31;1153;1313;2045;935;-2;2;21
0;32;1153;1313;2013;935;20;3;31
0;33;3166;1313;32;935;-1;3;31
0;34;1153;2248;2045;962;-2;2;21
0;35;1153;2248;2013;962;-2;3;34
0;36;1153;2248;2013;935;21;4;35
0;37;1153;3183;2013;27;-1;4;35
0;38;3166;2248;32;962;-1;3;34
0;39;3198;0;860;3210;-2;1;0
0;40;3198;0;860;335;-2;2;39
0;41;3198;0;621;335;64;3;40
0;42;3819;0;239;335;-1;3;40
0;43;3198;335;860;860;-2;2;39
0;44;3198;335;701;860;45;3;43
0;45;3899;335;159;860;-1;3;43
0;46;3198;1195;860;701;-2;2;39
0;47;3198;1195;860;701;46;3;46
0;48;3198;1896;860;1314;-2;2;39
0;49;3198;1896;54;1314;-1;3;48
0;50;3252;1896;699;1314;-2;3;48
0;51;3252;1896;699;1174;65;4;50
0;52;3252;3070;699;140;-1;4;50
0;53;3951;1896;107;1314;-1;3;48
0;54;4058;0;1942;3210;-2;1;0
0;55;4058;0;1942;593;-2;2;54
0;56;4058;0;500;593;-2;3;55
0;57;4058;0;500;540;71;4;56
0;58;4058;540;500;53;-1;4;56
0;59;4558;0;1190;593;81;3;55
0;60;5748;0;252;593;-1;3;55
0;61;4058;593;1942;961;-2;2;54
0;62;4058;593;1797;961;-2;3;61
0;63;4058;593;1797;853;22;4;62
0;64;4058;1446;1797;108;-1;4;62
0;65;5855;593;145;961;-1;3;61
0;66;4058;1554;1942;853;-2;2;54
0;67;4058;1554;1797;853;23;3;66
