PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;2556;3210;-2;1;0
0;2;0;0;2556;537;-2;2;1
0;3;0;0;588;537;-2;3;2
0;4;0;0;588;499;1;4;3
0;5;0;499;588;38;-1;4;3
0;6;588;0;588;537;-2;3;2
0;7;588;0;588;499;13;4;6
0;8;588;499;588;38;-1;4;6
0;9;1176;0;1317;537;14;3;2
0;10;2493;0;63;537;-1;3;2
0;11;0;537;2556;1892;-2;2;1
0;12;0;537;639;1892;39;3;11
0;13;639;537;639;1892;58;3;11
0;14;1278;537;639;1892;71;3;11
0;15;1917;537;639;1892;45;3;11
0;16;0;2429;2556;781;-2;2;1
0;17;0;2429;1112;781;-2;3;16
0;18;0;2429;1112;752;72;4;17
0;19;0;3181;1112;29;-1;4;17
0;20;1112;2429;1275;781;-2;3;16
0;21;1112;2429;1275;718;15;4;20
0;22;1112;3147;1275;63;-1;4;20
0;23;2387;2429;169;781;-1;3;16
0;24;2556;0;1495;3210;-2;1;0
0;25;2556;0;1495;340;-2;2;24
0;26;2556;0;1472;340;46;3;25
0;27;4028;0;23;340;-1;3;25
0;28;2556;340;1495;1566;-2;2;24
0;29;2556;340;718;1566;-2;3;28
0;30;2556;340;718;1275;16;4;29
0;31;2556;1615;718;291;-1;4;29
0;32;3274;340;756;1566;59;3;28
0;33;4030;340;21;1566;-1;3;28
0;34;2556;1906;1495;610;-2;2;24
0;35;2556;1906;430;610;47;3;34
0;36;2986;1906;1045;610;-2;3;34
0;37;2986;1906;1045;558;17;4;36
0;38;2986;2464;1045;52;-1;4;36
0;39;4031;1906;20;610;-1;3;34
0;40;2556;2516;1495;694;-2;2;24
0;41;2556;2516;430;694;-2;3;40
0;42;2556;2516;430;610;48;4;41
0;43;2556;3126;430;84;-1;4;41
0;44;2986;2516;1032;694;-2;3;40
0;45;2986;2516;1032;634;26;4;44
0;46;2986;3150;1032;60;-1;4;44
0;47;4018;2516;33;694;-1;3;40
0;48;4051;0;1949;3210;-2;1;0
0;49;4051;0;1949;367;-2;2;48
0;50;4051;0;1078;367;-2;3;49
0;51;4051;0;1078;296;74;4;50
0;52;4051;296;1078;71;-1;4;50
0;53;5129;0;752;367;27;3;49
0;54;5881;0;119;367;-1;3;49
0;55;4051;367;1949;718;-2;2;48
0;56;4051;367;1275;718;18;3;55
0;57;5326;367;612;718;-2;3;55
0;58;5326;367;612;687;75;4;57
0;59;5326;1054;612;31;-1;4;57
0;60;5938;367;62;718;-1;3;55
0;61;4051;1085;1949;1527;-2;2;48
0;62;4051;1085;746;1527;-2;3;61
0;63;4051;1085;746;1494;60;4;62
0;64;4051;2579;746;33;-1;4;62
0;65;4797;1085;549;1527;-2;3;61
0;66;4797;1085;549;1507;49;4;65
0;67;4797;2592;549;20;-1;4;65
0;68;5346;1085;549;1527;-2;3;61
0;69;5346;1085;549;1507;50;4;68
0;70;5346;2592;549;20;-1;4;68
0;71;5895;1085;105;1527;-1;3;61
0;72;4051;2612;1949;598;-2;2;48
0;73;4051;2612;1791;598;-2;3;72
0;74;4051;2612;1791;510;61;4;73
0;75;4051;3122;1791;88;-1;4;73
0;76;5842;2612;158;598;-1;3;72
1;77;0;0;6000;3210;-2;0;
1;78;0;0;1034;3210;-2;1;77
1;79;0;0;1034;474;-2;2;78
1;80;0;0;976;474;62;3;79
1;81;976;0;58;474;-1;3;79
1;82;0;474;1034;474;-2;2;78
1;83;0;474;976;474;63;3;82
1;84;976;474;58;474;-1;3;82
1;85;0;948;1034;2262;-2;2;78
1;86;0;948;1034;2262;-2;3;85
1;87;0;948;1034;2193;2;4;86
1;88;0;3141;1034;69;-1;4;86
1;89;1034;0;2238;3210;-2;1;77
1;90;1034;0;2238;340;-2;2;89
1;91;1034;0;2076;340;40;3;90
1;92;3110;0;162;340;-1;3;90
1;93;1034;340;2238;526;-2;2;89
1;94;1034;340;1376;526;-2;3;93
1;95;1034;340;1376;472;64;4;94
1;96;1034;812;1376;54;-1;4;94
1;97;2410;340;862;526;19;3;93
1;98;1034;866;2238;1034;-2;2;89
1;99;1034;866;2193;1034;3;3;98
1;100;3227;866;45;1034;-1;3;98
1;101;1034;1900;2238;1310;-2;2;89
1;102;1034;1900;1938;1310;-2;3;101
1;103;1034;1900;1938;1277;4;4;102
1;104;1034;3177;1938;33;-1;4;102
1;105;2972;1900;300;1310;-1;3;101
1;106;3272;0;2728;3210;-2;1;77
1;107;3272;0;2728;1978;-2;2;106
1;108;3272;0;614;1978;-2;3;107
1;109;3272;0;614;1928;28;4;108
1;110;3272;1928;614;50;-1;4;108
1;111;3886;0;1277;1978;-2;3;107
1;112;3886;0;1277;1938;5;4;111
1;113;3886;1938;1277;40;-1;4;111
1;114;5163;0;799;1978;29;3;107
1;115;5962;0;38;1978;-1;3;107
1;116;3272;1978;2728;1232;-2;2;106
1;117;3272;1978;682;1232;-2;3;116
1;118;3272;1978;682;1209;30;4;117
1;119;3272;3187;682;23;-1;4;117
1;120;3954;1978;397;1232;-2;3;116
1;121;3954;1978;397;1194;31;4;120
1;122;3954;3172;397;38;-1;4;120
1;123;4351;1978;397;1232;-2;3;116
1;124;4351;1978;397;1194;32;4;123
1;125;4351;3172;397;38;-1;4;123
1;126;4748;1978;790;1232;-2;3;116
1;127;4748;1978;790;1019;20;4;126
1;128;4748;2997;790;213;-1;4;126
1;129;5538;1978;397;1232;-2;3;116
1;130;5538;1978;397;1194;33;4;129
1;131;5538;3172;397;38;-1;4;129
1;132;5935;1978;65;1232;-1;3;116
2;133;0;0;6000;3210;-2;0;
2;134;0;0;1068;3210;-2;1;133
2;135;0;0;1068;1338;-2;2;134
2;136;0;0;252;1338;-2;3;135
2;137;0;0;252;1019;21;4;136
2;138;0;1019;252;319;-1;4;136
2;139;252;0;397;1338;-2;3;135
2;140;252;0;397;1194;34;4;139
2;141;252;1194;397;144;-1;4;139
2;142;649;0;419;1338;76;3;135
2;143;0;1338;1068;1376;-2;2;134
2;144;0;1338;472;1376;65;3;143
2;145;472;1338;419;1376;-2;3;143
2;146;472;1338;419;1338;77;4;145
2;147;472;2676;419;38;-1;4;145
2;148;891;1338;177;1376;-1;3;143
2;149;0;2714;1068;496;-2;2;134
2;150;0;2714;610;496;-2;3;149
2;151;0;2714;610;430;51;4;150
2;152;0;3144;610;66;-1;4;150
2;153;610;2714;458;496;-1;3;149
2;154;1068;0;877;3210;-2;1;133
2;155;1068;0;877;1343;-2;2;154
2;156;1068;0;428;1343;78;3;155
2;157;1496;0;429;1343;79;3;155
2;158;1925;0;20;1343;-1;3;155
2;159;1068;1343;877;586;-2;2;154
2;160;1068;1343;588;586;80;3;159
2;161;1656;1343;289;586;-1;3;159
2;162;1068;1929;877;822;-2;2;154
2;163;1068;1929;853;822;6;3;162
2;164;1921;1929;24;822;-1;3;162
2;165;1068;2751;877;459;-2;2;154
2;166;1068;2751;610;459;-2;3;165
2;167;1068;2751;610;430;52;4;166
2;168;1068;3181;610;29;-1;4;166
2;169;1678;2751;267;459;-1;3;165
2;170;1945;0;1638;3210;-2;1;133
2;171;1945;0;1638;1695;-2;2;170
2;172;1945;0;499;1695;66;3;171
2;173;2444;0;549;1695;-2;3;171
2;174;2444;0;549;1507;53;4;173
2;175;2444;1507;549;188;-1;4;173
2;176;2993;0;499;1695;67;3;171
2;177;3492;0;91;1695;-1;3;171
2;178;1945;1695;1638;1515;-2;2;170
2;179;1945;1695;340;1515;-2;3;178
2;180;1945;1695;340;1472;68;4;179
2;181;1945;3167;340;43;-1;4;179
2;182;2285;1695;649;1515;-2;3;178
2;183;2285;1695;649;1470;69;4;182
2;184;2285;3165;649;45;-1;4;182
2;185;2934;1695;649;1515;-2;3;178
2;186;2934;1695;649;1470;70;4;185
2;187;2934;3165;649;45;-1;4;185
2;188;3583;0;2417;3210;-2;1;133
2;189;3583;0;2417;752;-2;2;188
2;190;3583;0;2083;752;7;3;189
2;191;5666;0;334;752;-1;3;189
2;192;3583;752;2417;792;-2;2;188
2;193;3583;752;456;792;41;3;192
2;194;4039;752;1615;792;-2;3;192
2;195;4039;752;1615;714;35;4;194
2;196;4039;1466;1615;78;-1;4;194
2;197;5654;752;346;792;-1;3;192
2;198;3583;1544;2417;1666;-2;2;188
2;199;3583;1544;663;1666;-2;3;198
2;200;3583;1544;663;1644;8;4;199
2;201;3583;3188;663;22;-1;4;199
2;202;4246;1544;1726;1666;-2;3;198
2;203;4246;1544;1726;1640;42;4;202
2;204;4246;3184;1726;26;-1;4;202
2;205;5972;1544;28;1666;-1;3;198
3;206;0;0;6000;3210;-2;0;
3;207;0;0;572;3210;-2;1;206
3;208;0;0;572;100;-1;2;207
3;209;0;100;572;1507;-2;2;207
3;210;0;100;549;1507;54;3;209
3;211;549;100;23;1507;-1;3;209
3;212;0;1607;572;1603;-2;2;207
