PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1129;3210;-2;1;0
0;2;0;0;1129;750;-2;2;1
0;3;0;0;1129;750;20;3;2
0;4;0;750;1129;1547;-2;2;1
0;5;0;750;1042;1547;21;3;4
0;6;1042;750;87;1547;-1;3;4
0;7;0;2297;1129;913;-2;2;1
0;8;0;2297;1096;913;-2;3;7
0;9;0;2297;1096;750;30;4;8
0;10;0;3047;1096;163;-1;4;8
0;11;1096;2297;33;913;-1;3;7
0;12;1129;0;2933;3210;-2;1;0
0;13;1129;0;2933;605;-2;2;12
0;14;1129;0;599;605;-2;3;13
0;15;1129;0;599;476;31;4;14
0;16;1129;476;599;129;-1;4;14
0;17;1728;0;104;605;-1;3;13
0;18;1832;0;872;605;32;3;13
0;19;2704;0;1358;605;-2;3;13
0;20;2704;0;1358;484;10;4;19
0;21;2704;484;1358;121;-1;4;19
0;22;1129;605;2933;1088;-2;2;12
0;23;1129;605;960;1088;22;3;22
0;24;2089;605;960;1088;23;3;22
0;25;3049;605;960;1088;24;3;22
0;26;4009;605;53;1088;-1;3;22
0;27;1129;1693;2933;1517;-2;2;12
0;28;1129;1693;960;1517;-2;3;27
0;29;1129;1693;960;1489;25;4;28
0;30;1129;3182;960;28;-1;4;28
0;31;2089;1693;960;1517;-2;3;27
0;32;2089;1693;960;1489;26;4;31
0;33;2089;3182;960;28;-1;4;31
0;34;3049;1693;960;1517;-2;3;27
0;35;3049;1693;960;1489;27;4;34
0;36;3049;3182;960;28;-1;4;34
0;37;4009;1693;53;1517;-1;3;27
0;38;4062;0;1938;3210;-2;1;0
0;39;4062;0;1938;384;-2;2;38
0;40;4062;0;1764;384;0;3;39
0;41;5826;0;174;384;-1;3;39
0;42;4062;384;1938;825;-2;2;38
0;43;4062;384;1903;825;1;3;42
0;44;5965;384;35;825;-1;3;42
0;45;4062;1209;1938;1643;-2;2;38
0;46;4062;1209;925;1643;2;3;45
0;47;4987;1209;960;1643;-2;3;45
0;48;4987;1209;960;1489;28;4;47
0;49;4987;2698;960;154;-1;4;47
0;50;5947;1209;53;1643;-1;3;45
0;51;4062;2852;1938;358;-2;2;38
0;52;4062;2852;1755;358;-2;3;51
0;53;4062;2852;1755;289;3;4;52
0;54;4062;3141;1755;69;-1;4;52
0;55;5817;2852;183;358;-1;3;51
1;56;0;0;6000;3210;-2;0;
1;57;0;0;2420;3210;-2;1;56
1;58;0;0;2420;579;-2;2;57
1;59;0;0;1358;579;-2;3;58
1;60;0;0;1358;484;29;4;59
1;61;0;484;1358;95;-1;4;59
1;62;1358;0;938;579;33;3;58
1;63;2296;0;124;579;-1;3;58
1;64;0;579;2420;323;-2;2;57
1;65;0;579;959;323;34;3;64
1;66;959;579;959;323;35;3;64
1;67;1918;579;502;323;-1;3;64
1;68;0;902;2420;664;-2;2;57
1;69;0;902;2273;664;4;3;68
1;70;2273;902;147;664;-1;3;68
1;71;0;1566;2420;839;-2;2;57
1;72;0;1566;2273;839;5;3;71
1;73;2273;1566;147;839;-1;3;71
1;74;0;2405;2420;805;-2;2;57
1;75;0;2405;2420;805;-2;3;74
1;76;0;2405;2420;735;6;4;75
1;77;0;3140;2420;70;-1;4;75
1;78;2420;0;1970;3210;-2;1;56
1;79;2420;0;1970;441;-2;2;78
1;80;2420;0;1871;441;7;3;79
1;81;4291;0;99;441;-1;3;79
1;82;2420;441;1970;784;-2;2;78
1;83;2420;441;1871;784;8;3;82
1;84;4291;441;99;784;-1;3;82
1;85;2420;1225;1970;484;-2;2;78
1;86;2420;1225;1358;484;11;3;85
1;87;3778;1225;612;484;-1;3;85
1;88;2420;1709;1970;1501;-2;2;78
1;89;2420;1709;484;1501;-2;3;88
1;90;2420;1709;484;1358;12;4;89
1;91;2420;3067;484;143;-1;4;89
1;92;2904;1709;23;1501;-1;3;88
1;93;2927;1709;1140;1501;-2;3;88
1;94;2927;1709;1140;1435;9;4;93
1;95;2927;3144;1140;66;-1;4;93
1;96;4067;1709;323;1501;-2;3;88
1;97;4067;1709;323;959;36;4;96
1;98;4067;2668;323;542;-1;4;96
1;99;4390;0;1610;3210;-2;1;56
1;100;4390;0;1610;1205;-2;2;99
1;101;4390;0;395;1205;13;3;100
1;102;4785;0;395;1205;14;3;100
1;103;5180;0;395;1205;15;3;100
1;104;5575;0;395;1205;16;3;100
1;105;5970;0;30;1205;-1;3;100
1;106;4390;1205;1610;2005;-2;2;99
1;107;4390;1205;794;2005;-2;3;106
1;108;4390;1205;794;1970;17;4;107
1;109;4390;3175;794;35;-1;4;107
1;110;5184;1205;794;2005;-2;3;106
1;111;5184;1205;794;1970;18;4;110
1;112;5184;3175;794;35;-1;4;110
1;113;5978;1205;22;2005;-1;3;106
2;114;0;0;6000;3210;-2;0;
2;115;0;0;681;3210;-2;1;114
2;116;0;0;681;1781;-2;2;115
2;117;0;0;681;1781;19;3;116
2;118;0;1781;681;1429;-2;2;115
2;119;0;1781;636;1429;-2;3;118
2;120;0;1781;636;1002;37;4;119
2;121;0;2783;636;427;-1;4;119
2;122;636;1781;45;1429;-1;3;118
2;123;681;0;5319;3210;-3;1;114
