PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1239;3210;-2;1;0
0;2;0;0;1239;2107;-2;2;1
0;3;0;0;1200;2107;20;3;2
0;4;1200;0;39;2107;-1;3;2
0;5;0;2107;1239;1103;-2;2;1
0;6;0;2107;1219;1103;-2;3;5
0;7;0;2107;1219;1054;21;4;6
0;8;0;3161;1219;49;-1;4;6
0;9;1219;2107;20;1103;-1;3;5
0;10;1239;0;1541;3210;-2;1;0
0;11;1239;0;1541;243;-1;2;10
0;12;1239;243;1541;1810;-2;2;10
0;13;1239;243;914;1810;-2;3;12
0;14;1239;243;914;1619;22;4;13
0;15;1239;1862;914;191;-1;4;13
0;16;2153;243;627;1810;0;3;12
0;17;1239;2053;1541;345;-2;2;10
0;18;1239;2053;1267;345;1;3;17
0;19;2506;2053;274;345;-1;3;17
0;20;1239;2398;1541;812;-2;2;10
0;21;1239;2398;1267;812;-2;3;20
0;22;1239;2398;1267;592;2;4;21
0;23;1239;2990;1267;220;-1;4;21
0;24;2506;2398;274;812;-1;3;20
0;25;2780;0;1877;3210;-2;1;0
0;26;2780;0;1877;914;-2;2;25
0;27;2780;0;1619;914;23;3;26
0;28;4399;0;258;914;-1;3;26
0;29;2780;914;1877;940;-2;2;25
0;30;2780;914;1619;940;24;3;29
0;31;4399;914;258;940;-1;3;29
0;32;2780;1854;1877;1356;-2;2;25
0;33;2780;1854;1877;1356;-2;3;32
0;34;2780;1854;1877;940;25;4;33
0;35;2780;2794;1877;416;-1;4;33
0;36;4657;0;1343;3210;-2;1;0
0;37;4657;0;1343;802;-2;2;36
0;38;4657;0;1267;802;3;3;37
0;39;5924;0;76;802;-1;3;37
0;40;4657;802;1343;802;-2;2;36
0;41;4657;802;1267;802;4;3;40
0;42;5924;802;76;802;-1;3;40
0;43;4657;1604;1343;1606;-2;2;36
0;44;4657;1604;358;1606;-1;3;43
0;45;5015;1604;802;1606;-2;3;43
0;46;5015;1604;802;1267;5;4;45
0;47;5015;2871;802;339;-1;4;45
0;48;5817;1604;183;1606;-1;3;43
1;49;0;0;6000;3210;-2;0;
1;50;0;0;2902;3210;-2;1;49
1;51;0;0;2902;1877;-2;2;50
1;52;0;0;940;1877;26;3;51
1;53;940;0;963;1877;27;3;51
