PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;1670;3210;-2;1;0
0;2;0;0;1670;545;-2;2;1
0;3;0;0;1238;545;-2;3;2
0;4;0;0;1238;525;140;4;3
0;5;0;525;1238;20;-1;4;3
0;6;1238;0;350;545;-2;3;2
0;7;1238;0;350;514;195;4;6
0;8;1238;514;350;31;-1;4;6
0;9;1588;0;82;545;-1;3;2
0;10;0;545;1670;587;-2;2;1
0;11;0;545;234;587;-1;3;10
0;12;234;545;1170;587;43;3;10
0;13;1404;545;266;587;-1;3;10
0;14;0;1132;1670;1497;-2;2;1
0;15;0;1132;822;1497;-2;3;14
0;16;0;1132;822;1351;33;4;15
0;17;0;2483;822;146;-1;4;15
0;18;822;1132;354;1497;-2;3;14
0;19;822;1132;354;1355;125;4;18
0;20;822;2487;354;142;-1;4;18
0;21;1176;1132;460;1497;-2;3;14
0;22;1176;1132;460;1152;238;4;21
0;23;1176;2284;460;345;-1;4;21
0;24;1636;1132;34;1497;-1;3;14
0;25;0;2629;1670;581;-2;2;1
0;26;0;2629;1320;581;-2;3;25
0;27;0;2629;1320;488;95;4;26
0;28;0;3117;1320;93;-1;4;26
0;29;1320;2629;350;581;-2;3;25
0;30;1320;2629;350;514;196;4;29
0;31;1320;3143;350;67;-1;4;29
0;32;1670;0;2150;3210;-2;1;0
0;33;1670;0;2150;873;-2;2;32
0;34;1670;0;2065;873;186;3;33
0;35;3735;0;85;873;-1;3;33
0;36;1670;873;2150;1238;-2;2;32
0;37;1670;873;525;1238;132;3;36
0;38;2195;873;525;1238;177;3;36
0;39;2720;873;480;1238;-2;3;36
0;40;2720;873;480;762;123;4;39
0;41;2720;1635;480;476;-1;4;39
0;42;3200;873;525;1238;-2;3;36
0;43;3200;873;525;1182;174;4;42
0;44;3200;2055;525;56;-1;4;42
0;45;3725;873;95;1238;-1;3;36
0;46;1670;2111;2150;525;-2;2;32
0;47;1670;2111;2150;525;146;3;46
0;48;1670;2636;2150;574;-2;2;32
0;49;1670;2636;2150;574;-2;3;48
0;50;1670;2636;2150;525;145;4;49
0;51;1670;3161;2150;49;-1;4;49
0;52;3820;0;2180;3210;-2;1;0
0;53;3820;0;2180;702;-2;2;52
0;54;3820;0;2041;702;217;3;53
0;55;5861;0;139;702;-1;3;53
0;56;3820;702;2180;953;-2;2;52
0;57;3820;702;522;953;11;3;56
0;58;4342;702;1222;953;-2;3;56
0;59;4342;702;1222;924;218;4;58
0;60;4342;1626;1222;29;-1;4;58
0;61;5564;702;402;953;-2;3;56
0;62;5564;702;402;658;122;4;61
0;63;5564;1360;402;295;-1;4;61
0;64;5966;702;34;953;-1;3;56
0;65;3820;1655;2180;954;-2;2;52
0;66;3820;1655;906;954;232;3;65
0;67;4726;1655;1212;954;-2;3;65
0;68;4726;1655;1212;924;220;4;67
0;69;4726;2579;1212;30;-1;4;67
0;70;5938;1655;62;954;-1;3;65
0;71;3820;2609;2180;601;-2;2;52
0;72;3820;2609;2150;601;-2;3;71
0;73;3820;2609;2150;525;153;4;72
0;74;3820;3134;2150;76;-1;4;72
0;75;5970;2609;30;601;-1;3;71
1;76;0;0;6000;3210;-2;0;
1;77;0;0;2586;3210;-2;1;76
1;78;0;0;2586;525;-2;2;77
1;79;0;0;1238;525;185;3;78
1;80;1238;0;1182;525;181;3;78
1;81;2420;0;166;525;-1;3;78
1;82;0;525;2586;525;-2;2;77
1;83;0;525;1238;525;134;3;82
1;84;1238;525;1238;525;141;3;82
1;85;2476;525;110;525;-1;3;82
1;86;0;1050;2586;1203;-2;2;77
1;87;0;1050;459;1203;-2;3;86
1;88;0;1050;459;1175;86;4;87
1;89;0;2225;459;28;-1;4;87
1;90;459;1050;459;1203;-2;3;86
1;91;459;1050;459;1175;88;4;90
1;92;459;2225;459;28;-1;4;90
1;93;918;1050;31;1203;-1;3;86
1;94;949;1050;675;1203;56;3;86
1;95;1624;1050;587;1203;-2;3;86
1;96;1624;1050;587;1170;44;4;95
1;97;1624;2220;587;33;-1;4;95
1;98;2211;1050;375;1203;-2;3;86
1;99;2211;1050;375;1153;59;4;98
1;100;2211;2203;375;50;-1;4;98
1;101;0;2253;2586;957;-2;2;77
1;102;0;2253;459;957;-2;3;101
1;103;0;2253;459;931;85;4;102
1;104;0;3184;459;26;-1;4;102
1;105;459;2253;1909;957;-2;3;101
1;106;459;2253;1909;924;225;4;105
1;107;459;3177;1909;33;-1;4;105
1;108;2368;2253;218;957;-1;3;101
1;109;2586;0;976;3210;-2;1;76
1;110;2586;0;976;2080;-2;2;109
1;111;2586;0;488;2080;99;3;110
1;112;3074;0;488;2080;100;3;110
1;113;2586;2080;976;1130;-2;2;109
1;114;2586;2080;903;1130;-2;3;113
1;115;2586;2080;903;1096;205;4;114
1;116;2586;3176;903;34;-1;4;114
1;117;3489;2080;73;1130;-1;3;113
1;118;3562;0;1359;3210;-2;1;76
1;119;3562;0;1359;1238;-2;2;118
1;120;3562;0;375;1238;-2;3;119
1;121;3562;0;375;1153;62;4;120
1;122;3562;1153;375;85;-1;4;120
1;123;3937;0;525;1238;128;3;119
1;124;4462;0;459;1238;-2;3;119
1;125;4462;0;459;1175;87;4;124
1;126;4462;1175;459;63;-1;4;124
1;127;3562;1238;1359;525;-2;2;118
1;128;3562;1238;1238;525;170;3;127
1;129;4800;1238;121;525;-1;3;127
1;130;3562;1763;1359;460;-2;2;118
1;131;3562;1763;1315;460;4;3;130
1;132;4877;1763;44;460;-1;3;130
1;133;3562;2223;1359;461;-2;2;118
1;134;3562;2223;1304;461;3;3;133
1;135;4866;2223;55;461;-1;3;133
1;136;3562;2684;1359;526;-2;2;118
1;137;3562;2684;1310;526;-2;3;136
1;138;3562;2684;1310;463;6;4;137
1;139;3562;3147;1310;63;-1;4;137
1;140;4872;2684;49;526;-1;3;136
1;141;4921;0;1079;3210;-2;1;76
1;142;4921;0;1079;660;-2;2;141
1;143;4921;0;492;660;-2;3;142
1;144;4921;0;492;625;77;4;143
1;145;4921;625;492;35;-1;4;143
1;146;5413;0;526;660;71;3;142
1;147;5939;0;61;660;-1;3;142
1;148;4921;660;1079;1238;-2;2;141
1;149;4921;660;525;1238;-2;3;148
1;150;4921;660;525;1182;180;4;149
1;151;4921;1842;525;56;-1;4;149
1;152;5446;660;525;1238;176;3;148
1;153;5971;660;29;1238;-1;3;148
1;154;4921;1898;1079;1312;-2;2;141
1;155;4921;1898;525;1312;-2;3;154
1;156;4921;1898;525;1238;139;4;155
1;157;4921;3136;525;74;-1;4;155
1;158;5446;1898;525;1312;-2;3;154
1;159;5446;1898;525;1238;131;4;158
1;160;5446;3136;525;74;-1;4;158
1;161;5971;1898;29;1312;-1;3;154
2;162;0;0;6000;3210;-2;0;
2;163;0;0;1238;3210;-2;1;162
2;164;0;0;1238;587;-2;2;163
2;165;0;0;1094;587;211;3;164
2;166;1094;0;144;587;-1;3;164
2;167;0;587;1238;498;-2;2;163
2;168;0;587;568;498;66;3;167
2;169;568;587;643;498;-2;3;167
2;170;568;587;643;322;70;4;169
2;171;568;909;643;176;-1;4;169
2;172;1211;587;27;498;-1;3;167
2;173;0;1085;1238;525;-2;2;163
2;174;0;1085;1238;525;187;3;173
2;175;0;1610;1238;525;-2;2;163
2;176;0;1610;1238;525;166;3;175
2;177;0;2135;1238;525;-2;2;163
2;178;0;2135;1238;525;159;3;177
2;179;0;2660;1238;550;-2;2;163
2;180;0;2660;1238;550;-2;3;179
2;181;0;2660;1238;525;135;4;180
2;182;0;3185;1238;25;-1;4;180
2;183;1238;0;2790;3210;-2;1;162
2;184;1238;0;2790;2184;-2;2;183
2;185;1238;0;525;2184;-2;3;184
2;186;1238;0;525;2150;155;4;185
2;187;1238;2150;525;34;-1;4;185
2;188;1763;0;1183;2184;-2;3;184
2;189;1763;0;1183;2152;108;4;188
2;190;1763;2152;1183;32;-1;4;188
2;191;2946;0;1056;2184;209;3;184
2;192;4002;0;26;2184;-1;3;184
2;193;1238;2184;2790;1026;-2;2;183
2;194;1238;2184;522;1026;-2;3;193
2;195;1238;2184;522;953;8;4;194
2;196;1238;3137;522;73;-1;4;194
2;197;1760;2184;906;1026;-2;3;193
2;198;1760;2184;906;954;235;4;197
2;199;1760;3138;906;72;-1;4;197
2;200;2666;2184;460;1026;-2;3;193
2;201;2666;2184;460;952;237;4;200
2;202;2666;3136;460;74;-1;4;200
2;203;3126;2184;902;1026;-2;3;193
2;204;3126;2184;902;1003;82;4;203
2;205;3126;3187;902;23;-1;4;203
2;206;4028;0;1972;3210;-2;1;162
2;207;4028;0;1972;702;-2;2;206
2;208;4028;0;1813;702;94;3;207
2;209;5841;0;159;702;-1;3;207
2;210;4028;702;1972;1145;-2;2;206
2;211;4028;702;641;1145;-2;3;210
2;212;4028;702;641;954;240;4;211
2;213;4028;1656;641;191;-1;4;211
2;214;4669;702;1297;1145;26;3;210
2;215;5966;702;34;1145;-1;3;210
2;216;4028;1847;1972;494;-2;2;206
2;217;4028;1847;1755;494;120;3;216
2;218;5783;1847;217;494;-1;3;216
2;219;4028;2341;1972;869;-2;2;206
2;220;4028;2341;497;869;-2;3;219
2;221;4028;2341;497;820;114;4;220
2;222;4028;3161;497;49;-1;4;220
2;223;4525;2341;397;869;-2;3;219
2;224;4525;2341;397;593;121;4;223
2;225;4525;2934;397;276;-1;4;223
2;226;4922;2341;500;869;-2;3;219
2;227;4922;2341;500;800;48;4;226
2;228;4922;3141;500;69;-1;4;226
2;229;5422;2341;508;869;-2;3;219
2;230;5422;2341;508;773;16;4;229
2;231;5422;3114;508;96;-1;4;229
2;232;5930;2341;70;869;-1;3;219
