DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;0;5496;0;13;18
1;0;0;1465;6;14
2;0;1657;0;7;11
3;0;5999;872;1;11
4;0;5981;378;19;12
5;2;5992;2878;8;8
6;3;5514;3194;13;16
7;3;3447;3205;16;5
8;3;5985;1601;15;3
9;3;558;3191;11;19
10;3;47;3208;5;2
11;3;0;3200;1;5
12;3;316;0;17;5
13;3;5990;615;10;4
14;3;5983;1927;17;8
15;3;5997;921;3;1
16;3;0;2868;20;5
17;3;0;3060;14;10
18;3;0;1530;10;7
19;3;4494;2278;19;3
20;3;5996;2100;4;14
21;3;5996;1028;4;9
22;3;5980;1482;20;2
23;3;5148;3198;10;12
24;4;5981;1692;19;2
25;4;2435;1209;16;15
26;4;4679;2514;19;18
27;4;0;2284;5;10
28;5;5989;2600;11;20
29;5;4704;0;11;5
30;5;298;0;15;10
31;5;0;1869;4;14
32;5;4415;1897;10;5
33;5;549;1025;7;14
34;6;0;2075;11;13
35;6;893;3110;12;11
36;6;5398;979;16;7
37;6;5986;618;14;13
38;6;3819;0;5;8
39;7;0;1479;13;9
40;7;4256;3194;6;16
41;7;5998;2738;2;15
42;7;220;3197;9;13
43;7;1242;3202;17;8
44;7;318;3201;19;9
45;7;5773;3205;6;5
46;9;0;503;19;3
47;9;3230;1438;12;10
48;9;5094;0;7;13
49;9;5865;739;16;1
50;9;2618;3195;11;15
51;9;2305;2687;1;17
52;9;4624;3203;12;7
53;9;5997;2397;3;17
54;9;1345;1069;11;16
55;9;5164;2767;19;6
56;9;5985;636;15;7
57;9;0;247;15;14
58;9;1250;3190;2;20
59;9;110;0;7;3
60;9;746;3197;17;13
61;9;0;1885;9;13
62;9;4600;0;14;14
63;9;4546;3208;14;2
64;9;0;613;13;7
65;10;240;1732;2;1
66;10;2903;1118;11;9
67;10;5981;490;19;14
68;10;1219;0;13;11
69;10;3139;0;10;11
70;10;2916;0;20;17
71;10;0;1868;18;19
72;10;1260;3204;14;6
73;10;4962;2613;3;11
74;10;2658;0;13;1
75;10;822;122;6;3
76;10;5997;2384;3;5
77;10;0;885;11;2
78;10;0;311;17;6
79;10;0;2908;5;10
80;10;3177;3200;9;10
81;10;2817;0;4;8
82;11;0;2469;19;19
83;11;5983;2417;17;5
84;11;5107;0;5;3
85;11;5991;1214;9;1
86;11;5929;0;16;6
87;12;0;1286;4;9
88;12;202;3196;18;14
89;12;5988;2484;12;20
90;12;0;3123;5;18
91;12;0;2258;8;4
92;12;5114;3197;18;13
93;12;1998;0;11;2
94;12;5333;2782;5;15
95;12;5988;833;12;15
96;12;0;815;5;17
97;12;4306;3198;18;12
98;12;681;3192;18;18
99;13;5540;3196;20;14
100;13;1054;2833;20;13
101;13;4026;0;9;1
102;14;4746;0;14;18
103;14;5125;3195;5;15
104;14;1898;327;12;20
105;14;0;1703;2;5
106;14;1611;0;19;5
107;14;4403;0;3;6
108;14;5116;3196;2;14
109;14;0;196;13;18
110;14;5989;3132;11;6
111;14;5960;0;5;17
112;14;5998;2370;2;11
113;14;1001;0;19;19
114;14;27;1336;15;1
115;15;1061;0;19;2
116;15;0;1251;4;19
117;15;3104;0;18;9
118;15;5998;1988;2;10
119;15;2316;3193;12;17
120;15;1618;0;19;2
121;15;0;819;6;15
122;15;0;632;20;8
123;15;4171;3202;4;8
124;16;5986;3120;14;4
125;16;5981;1717;19;12
126;16;5987;530;13;13
127;16;4670;3196;13;14
128;16;1655;3199;10;11
129;16;0;2171;20;10
130;16;5533;0;18;16
131;16;0;2202;5;17
132;16;266;3196;10;14
133;16;5993;1399;7;10
134;16;2542;1303;1;14
135;16;0;2607;20;18
136;16;0;797;3;10
137;16;4849;0;4;18
138;16;5476;3202;11;8
139;16;529;345;14;9
140;16;842;3191;10;19
141;18;3535;0;3;6
142;18;5980;66;20;12
143;18;3112;3197;12;13
144;18;0;792;3;9
145;18;2445;0;14;4
146;18;5307;3194;2;16
147;18;5999;2713;1;17
148;18;4991;0;8;1
149;18;5997;655;3;9
150;18;0;2126;5;5
151;18;0;2948;6;6
152;18;1404;3200;2;10
153;19;3030;775;7;9
154;19;5984;2360;16;16
155;19;5761;2304;5;16
156;19;2202;0;19;10
157;19;5989;2182;11;6
158;19;0;2979;15;12
159;19;5992;2720;8;8
160;20;5406;3205;15;5
161;20;0;575;13;13
162;20;3169;3205;2;5
163;20;0;972;15;7
164;20;1135;3199;7;11
165;20;5999;640;1;3
166;20;851;2864;20;9
167;20;5988;1743;12;4
168;20;5991;2748;9;1
169;20;4970;3209;7;1
170;20;5990;2627;10;14
171;20;3204;1034;12;16
172;20;5987;331;13;8
173;20;0;2309;5;3
174;20;0;474;14;7
175;20;4630;0;5;3
