ITEM_ID;LENGTH_ITEM;WIDTH_ITEM;STACK;SEQUENCE
0;598;57;0;1
1;598;57;0;2
2;598;57;0;3
3;598;57;0;4
4;598;57;0;5
5;598;57;0;6
6;598;57;0;7
7;598;57;0;8
8;598;57;0;9
9;598;57;0;10
10;598;57;0;11
11;598;57;0;12
12;598;57;0;13
13;598;57;0;14
14;598;57;0;15
15;598;57;0;16
16;598;57;0;17
17;598;57;0;18
18;231;711;1;1
19;231;711;1;2
20;231;711;1;3
21;231;711;1;4
22;231;711;1;5
23;231;711;1;6
24;231;711;1;7
25;231;711;1;8
26;231;711;1;9
27;231;711;1;10
28;231;711;1;11
29;231;711;1;12
30;231;711;1;13
31;231;711;1;14
32;231;711;1;15
33;231;711;1;16
34;340;208;2;1
35;340;208;2;2
36;340;208;2;3
37;340;208;2;4
38;340;208;2;5
39;340;208;2;6
40;340;208;2;7
41;340;208;2;8
42;340;208;2;9
43;340;208;2;10
44;340;208;2;11
45;340;208;2;12
46;340;208;2;13
47;340;208;2;14
48;340;208;2;15
49;340;208;2;16
50;340;208;2;17
51;340;208;2;18
52;340;208;2;19
53;340;208;2;20
54;340;208;2;21
55;340;208;2;22
56;340;208;2;23
57;340;208;2;24
58;340;208;2;25
59;481;442;3;1
60;481;442;3;2
61;481;442;3;3
62;481;442;3;4
63;481;442;3;5
64;481;442;3;6
65;481;442;3;7
66;481;442;3;8
67;481;442;3;9
68;481;442;3;10
69;481;442;3;11
70;481;442;3;12
71;481;442;3;13
72;481;442;3;14
73;481;442;3;15
74;481;442;3;16
75;481;442;3;17
76;481;442;3;18
77;481;442;3;19
78;481;442;3;20
79;481;442;3;21
80;481;442;3;22
81;481;442;3;23
82;481;442;3;24
83;481;442;3;25
84;481;442;3;26
85;481;442;3;27
86;481;442;3;28
87;481;442;3;29
88;481;442;3;30
89;481;442;3;31
90;481;442;3;32
91;481;442;3;33
92;481;442;3;34
93;481;442;3;35
94;65;467;4;1
95;65;467;4;2
96;65;467;4;3
97;65;467;4;4
98;65;467;4;5
99;65;467;4;6
100;65;467;4;7
101;65;467;4;8
102;65;467;4;9
103;65;467;4;10
104;65;467;4;11
105;65;467;4;12
106;65;467;4;13
107;65;467;4;14
108;65;467;4;15
109;65;467;4;16
110;65;467;4;17
111;65;467;4;18
112;65;467;4;19
113;65;467;4;20
114;65;467;4;21
115;65;467;4;22
116;65;467;4;23
117;65;467;4;24
118;65;467;4;25
119;65;467;4;26
120;65;467;4;27
121;65;467;4;28
122;65;467;4;29
123;65;467;4;30
124;65;467;4;31
125;65;467;4;32
126;65;467;4;33
127;65;467;4;34
128;65;467;4;35
129;65;467;4;36
130;65;467;4;37
131;65;467;4;38
132;82;283;5;1
133;82;283;5;2
134;82;283;5;3
135;313;91;6;1
136;313;91;6;2
137;313;91;6;3
138;313;91;6;4
139;313;91;6;5
140;313;91;6;6
141;313;91;6;7
142;313;91;6;8
143;313;91;6;9
144;313;91;6;10
145;313;91;6;11
146;313;91;6;12
147;313;91;6;13
148;313;91;6;14
149;313;91;6;15
150;313;91;6;16
151;313;91;6;17
152;313;91;6;18
153;313;91;6;19
154;313;91;6;20
155;313;91;6;21
156;313;91;6;22
157;313;91;6;23
158;313;91;6;24
159;313;91;6;25
160;313;91;6;26
161;313;91;6;27
162;313;91;6;28
163;313;91;6;29
164;313;91;6;30
165;313;91;6;31
166;313;91;6;32
167;431;652;7;1
168;431;652;7;2
169;431;652;7;3
170;431;652;7;4
171;431;652;7;5
172;431;652;7;6
173;431;652;7;7
174;431;652;7;8
175;431;652;7;9
176;431;652;7;10
177;431;652;7;11
178;431;652;7;12
179;431;652;7;13
180;431;652;7;14
181;431;652;7;15
182;431;652;7;16
183;431;652;7;17
184;431;652;7;18
185;431;652;7;19
186;431;652;7;20
187;431;652;7;21
188;431;652;7;22
189;431;652;7;23
190;431;652;7;24
191;431;652;7;25
192;431;652;7;26
193;431;652;7;27
194;431;652;7;28
195;431;652;7;29
196;431;652;7;30
197;431;652;7;31
198;431;652;7;32
199;431;652;7;33
200;431;652;7;34
201;431;652;7;35
202;431;652;7;36
203;431;652;7;37
204;431;652;7;38
205;431;652;7;39
206;431;652;7;40
207;431;652;7;41
208;431;652;7;42
209;431;652;7;43
210;431;652;7;44
211;431;652;7;45
212;431;652;7;46
213;431;652;7;47
214;431;652;7;48
215;431;652;7;49
216;431;652;7;50
217;431;652;7;51
218;431;652;7;52
219;431;652;7;53
220;431;652;7;54
221;337;383;8;1
222;337;383;8;2
223;337;383;8;3
224;337;383;8;4
225;337;383;8;5
226;337;383;8;6
227;337;383;8;7
228;337;383;8;8
229;337;383;8;9
230;437;626;9;1
231;437;626;9;2
232;437;626;9;3
233;437;626;9;4
234;437;626;9;5
235;437;626;9;6
236;437;626;9;7
237;437;626;9;8
238;437;626;9;9
239;437;626;9;10
240;437;626;9;11
241;437;626;9;12
242;437;626;9;13
243;437;626;9;14
244;437;626;9;15
245;437;626;9;16
246;437;626;9;17
247;437;626;9;18
248;437;626;9;19
249;437;626;9;20
250;437;626;9;21
251;437;626;9;22
252;437;626;9;23
253;437;626;9;24
254;437;626;9;25
255;437;626;9;26
256;437;626;9;27
257;437;626;9;28
258;437;626;9;29
259;437;626;9;30
260;437;626;9;31
261;437;626;9;32
262;437;626;9;33
