DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;0;5992;151;8;3
1;0;5054;1412;5;20
2;0;0;1117;14;20
3;0;5034;3191;7;19
4;0;300;3192;8;18
5;0;4223;2490;7;10
6;0;0;2948;6;7
7;0;5981;39;19;11
8;0;5991;2742;9;6
9;0;5982;208;18;11
10;0;474;0;12;6
11;0;2314;3190;6;20
12;0;4295;3190;13;20
13;0;0;2922;17;2
14;0;0;52;2;11
15;0;573;3199;14;11
16;0;5985;2391;15;20
17;1;1144;1826;3;6
18;1;4686;954;19;3
19;1;1340;0;5;7
20;1;5533;3208;6;2
21;2;5980;2605;20;19
22;2;3470;3206;7;4
23;2;5684;3194;6;16
24;2;5996;1146;4;18
25;2;5990;1145;10;7
26;2;3714;0;3;16
27;2;1856;3196;9;14
28;2;0;2248;18;4
29;4;5986;2434;14;14
30;4;5113;2740;19;12
31;4;0;1954;13;4
32;4;462;0;16;12
33;4;4481;0;17;5
34;4;5985;550;15;1
35;4;2446;2239;12;9
36;4;889;3135;16;9
37;4;3361;0;15;16
38;4;642;0;16;13
39;4;5212;0;19;13
40;4;5989;1549;11;13
41;4;4007;3190;4;20
42;4;0;1418;9;10
43;4;2117;1379;8;15
44;4;1764;3177;16;19
45;4;1465;3206;13;4
46;5;1432;3205;10;5
47;5;2733;1900;7;14
48;5;0;3000;9;16
49;5;5997;2632;3;6
50;5;1785;1297;4;20
51;5;5996;127;4;9
52;5;23;0;9;2
53;5;5996;426;4;9
54;5;1056;446;10;20
55;5;4821;2917;5;7
56;6;5990;1148;10;5
57;7;3377;3208;12;2
58;7;0;1705;9;17
59;7;2606;3196;11;14
60;7;5994;1413;6;12
61;7;0;238;16;10
62;7;3191;3058;19;17
63;7;5688;1206;9;20
64;7;2144;3199;4;11
65;7;2407;161;18;15
66;7;0;260;1;16
67;8;3736;428;1;7
68;8;2435;0;13;4
69;8;4273;3204;14;6
70;8;4033;0;11;3
71;8;4482;2936;3;5
72;8;2416;978;12;3
73;8;0;1003;4;11
74;8;2862;1835;5;13
75;8;3941;562;6;6
76;8;0;1147;4;17
77;8;2967;0;5;3
78;8;5980;685;20;10
79;8;594;0;8;20
80;8;4094;915;4;5
81;8;1145;3193;9;17
82;8;1409;0;10;8
83;8;1440;0;1;8
84;8;5970;3194;13;16
85;9;919;1589;18;15
86;9;2737;1234;12;7
87;9;3722;1496;3;15
88;9;438;131;5;15
89;9;2023;2871;16;4
