DEFECT_ID;PLATE_ID;X;Y;WIDTH;HEIGHT
0;0;2620;2709;8;14
1;0;465;3207;13;3
2;0;5984;2629;16;7
3;0;5989;702;11;15
4;0;4087;3191;9;19
5;0;0;1905;2;7
6;0;5433;0;12;16
7;0;471;0;7;11
8;0;5999;2045;1;2
9;0;1163;0;1;6
10;1;5980;1026;20;15
11;1;0;2971;13;19
12;1;5985;3108;15;13
13;1;0;241;13;13
14;1;5832;3209;16;1
15;1;1889;3201;19;9
16;1;102;0;3;20
17;1;5577;1907;7;20
18;1;2220;3199;6;11
19;1;5980;383;20;11
20;1;5981;2467;19;20
21;1;0;1533;13;5
22;1;5994;1189;6;13
23;1;5986;191;14;7
24;1;2511;661;3;18
25;1;5999;1218;1;3
26;1;0;1778;15;20
27;1;1956;909;13;12
28;1;5981;1079;19;19
29;2;5995;289;5;19
30;2;400;0;18;20
31;2;4859;0;3;11
32;2;2530;0;18;13
33;2;1694;1146;2;8
34;2;0;1876;9;11
35;2;2313;3206;18;4
36;2;1666;2822;9;12
37;2;5627;817;19;3
38;3;4229;234;20;19
39;3;721;388;19;20
40;3;0;105;20;19
41;3;3624;3202;7;8
42;3;0;2036;9;19
43;3;1675;1222;16;8
44;4;5997;1198;3;19
45;4;3954;3206;2;4
46;4;0;3023;8;1
47;4;3498;3192;2;18
48;4;1371;0;2;12
49;4;2429;410;19;20
50;4;5988;931;12;9
51;4;1720;0;10;7
52;4;1076;2936;13;2
53;4;5985;0;15;20
54;4;1530;3203;3;7
55;4;0;3141;12;5
56;4;1908;0;2;4
57;4;4463;3200;10;10
58;5;5984;2869;16;18
59;5;2098;387;3;12
60;5;5228;0;8;3
61;5;3889;3195;14;15
62;5;0;1702;4;4
63;5;5983;1124;17;4
64;5;456;2311;17;20
65;5;0;1780;8;9
66;5;0;732;10;15
67;5;0;2848;10;19
68;5;0;1027;8;20
69;5;4636;0;18;2
70;5;5980;1537;20;4
71;5;5597;645;18;20
72;6;0;769;9;7
73;6;2811;0;8;18
74;6;5989;1688;11;8
75;6;5998;184;2;18
76;6;5933;2213;1;8
77;6;1793;0;20;20
78;6;2104;3199;5;11
79;6;5992;823;8;17
80;6;5416;3192;16;18
81;6;444;2578;11;3
82;7;3858;817;4;19
83;7;1609;0;3;15
84;7;2211;3194;5;16
85;7;7;579;10;12
86;7;0;177;17;1
87;7;4331;2915;13;10
88;7;0;2040;5;11
89;7;3850;3200;20;10
90;7;2408;3209;6;1
91;7;1214;3193;2;17
92;7;4066;0;17;8
93;7;0;2462;16;3
94;7;5983;2379;17;3
95;8;3906;2427;6;5
96;8;5986;2273;14;8
97;8;5994;1204;6;5
98;8;1306;1193;16;19
99;8;8;2760;3;13
100;9;5151;3190;7;20
101;9;5648;1075;3;15
102;9;1509;0;20;13
103;9;498;0;19;16
104;10;2223;0;13;6
105;10;0;1887;5;12
106;10;0;2338;9;7
107;10;5986;2165;14;3
108;10;0;2868;5;7
109;10;5998;2521;2;6
110;10;0;1564;17;13
111;10;5580;586;11;18
112;10;5982;1426;18;12
113;10;2805;0;5;5
114;10;0;1658;14;4
115;10;207;0;19;9
116;10;2740;3198;20;12
117;10;0;2374;19;2
118;10;5990;1727;10;18
119;10;5991;866;9;7
120;11;0;606;1;10
121;11;4738;2617;8;18
122;11;5989;1305;11;14
123;11;4446;311;2;20
124;11;860;0;11;16
125;11;5292;565;17;19
